district,iec_district_id,iec_prov_id,map_accuracy,pc_code,pc_location,pc_name,province,ps_female,ps_male,ps_total,verification,lon,lat
Saghar,10,23,قریه,2310201,Manak Sufla,Manak Sufla Secondary School,Ghor,1,2,3,Village,63.898834,33.673545
Saghar,10,23,تعمیر,2310204,Akheri,Akheri Secondary School,Ghor,2,2,4,Building,63.597015,33.642550
Saghar,10,23,قریه,2310205,Zer Tangi,Zer Tangi Mosque,Ghor,1,1,2,Village,63.986856,33.789799
Shahristan,02,24,تعمیر,2402015,Shiniya Haidar Beg,Shiniya Mosque,Daykundi,1,1,2,Building,66.328418,33.743880
Shahristan,02,24,تعمیر,2402016,Palich,Palich Mosque,Daykundi,1,1,2,Building,66.605527,33.670668
Shahristan,02,24,تعمیر,2402024,Shalij,Shalij Mosque,Daykundi,1,2,3,Building,66.260242,33.649922
Shahristan,02,24,تعمیر,2402025,Ashkar Abad,Ashkar Abad Mosque,Daykundi,1,1,2,Building,66.585859,33.609428
Shahristan,02,24,تعمیر,2402035,Asho Ghokala,Asho Gholaka Mosque,Daykundi,1,2,3,Building,66.616817,33.543248
Gizab,03,24,تعمیر,2403104,Dahn Jangal Qakhor,Dahn Jangal Qakhor Mosque,Daykundi,1,1,2,Building,65.993712,33.584425
Gizab,03,24,تعمیر,2403109,Wageer,Sahib Zaman Wageer Mosque,Daykundi,1,1,2,Building,66.081655,33.671468
Gizab,03,24,ولسوالی,2403110,Chalzai,Chalzai Bazar School,Daykundi,1,1,2,District,66.128317,33.470779
Gizab,03,24,تعمیر,2403114,Sohoor Tagabdar,Sohoor Tagabdar Mosque,Daykundi,2,3,5,Building,66.016806,33.365898
Gizab,03,24,قریه,2403115,Pato,Haji Baz Mohammad Mosque,Daykundi,1,1,2,Village,66.061256,33.602706
Ishterlai,04,24,تعمیر,2404036,Siyah Nawar Abdi,Siyah Nawar Abdi Mosque,Daykundi,1,2,3,Building,66.376031,33.983320
Ishterlai,04,24,تعمیر,2404037,Pirestan,Safid Sang Mosque,Daykundi,1,2,3,Building,66.504614,34.029647
Ishterlai,04,24,تعمیر,2404042,Gum Aab,Gum Aab Mosque,Daykundi,1,1,2,Building,66.523270,34.289448
Ishterlai,04,24,تعمیر,2404043,Loran Khushk,Loran Khushk Mosque,Daykundi,1,2,3,Building,66.291329,33.959995
Khedir,05,24,تعمیر,2405088,Khadeer Sufla,Khadeer Sufla Mosque,Daykundi,1,1,2,Building,65.919788,33.927201
Khedir,05,24,تعمیر,2405089,Shakar Dara,Shakar Dara Mosque,Daykundi,1,1,2,Building,65.705978,33.823639
Khedir,05,24,تعمیر,2405091,Dastani,Dastani School,Daykundi,1,1,2,Building,65.662404,33.802231
Khedir,05,24,تعمیر,2405092,Bazi Village,Bazi Village Mosque,Daykundi,1,1,2,Building,65.683362,33.751456
Miramor,07,24,تعمیر,2407146,Askan,Askan Mosque,Daykundi,1,2,3,Building,66.792475,33.729693
Miramor,07,24,تعمیر,2407147,Surkh Joy,Surkh Joy Mosque,Daykundi,1,2,3,Building,66.871168,33.887744
Miramor,07,24,تعمیر,2407154,Pitap Joy,Watana Boys High School,Daykundi,1,1,2,Building,67.146000,33.851662
Miramor,07,24,تعمیر,2407155,Shinya Nek,Shinya Nek Mosque,Daykundi,1,1,2,Building,67.299411,33.876427
Miramor,07,24,تعمیر,2407157,Shinya Barkar,Shinya Barkar School,Daykundi,1,2,3,Building,67.054141,33.775859
Miramor,07,24,تعمیر,2407158,Ashto,Shina Ashto Mosque,Daykundi,1,1,2,Building,66.957190,33.702751
Miramor,07,24,تعمیر,2407166,Gargai,Gargai Village Mosque,Daykundi,1,1,2,Building,66.603677,33.971745
Miramor,07,24,تعمیر,2407167,Do Jahan,Do Jahan Tikan Barkar Mosque,Daykundi,1,1,2,Building,67.050454,33.857567
Sang-E-Takht,08,24,تعمیر,2408074,Shinya Qaramat,Shinya Qaramat School,Daykundi,1,2,3,Building,66.180454,34.207911
Sang-E-Takht,08,24,تعمیر,2408075,Shekh Ali,Qala-E-Sangi Mosque,Daykundi,1,2,3,Building,66.079438,34.118919
Sang-E-Takht,08,24,تعمیر,2408079,Siyah Chob,Siyah Chob Bazar Mosque,Daykundi,1,2,3,Building,65.629054,34.038364
Sang-E-Takht,08,24,تعمیر,2408080,Shinya Les,Shinya Les Mosque,Daykundi,1,1,2,Building,65.716696,34.108761
Kejran,09,24,تعمیر,2409059,Laghar Joy,Laghar Joy School,Daykundi,1,1,2,Building,65.465051,33.232773
Kejran,09,24,تعمیر,2409060,Baghban,Baghban Mosque,Daykundi,1,1,2,Building,65.691768,33.229246
Kejran,09,24,ولسوالی,2409066,Sayed Abad,Sayed Abad Mosque,Daykundi,1,1,2,District,65.445043,33.122198
Kejran,09,24,تعمیر,2409070,Sulaiman Abad,Sulaiman Abad Mosque,Daykundi,1,1,2,Building,65.595332,33.236984
Kejran,09,24,تعمیر,2409168,Haftad Nafar,Haftad Nafar Mosque,Daykundi,1,1,2,Building,65.721676,33.328623
Nili,01,24,تعمیر,2401003,Shish,Shish School,Daykundi,1,2,3,Building,66.024440,33.840772
Nili,01,24,تعمیر,2401004,Pishok,Bazar Pishok Mosque,Daykundi,1,2,3,Building,66.161126,33.886627
Nili,01,24,تعمیر,2401012,Pai Nili,Pai Nili Mosque,Daykundi,1,2,3,Building,66.178542,33.696956
Shahristan,02,24,تعمیر,2402013,"Waras, Surkh Keji",Waras School,Daykundi,1,2,3,Building,66.438226,33.668625
Shahristan,02,24,تعمیر,2402019,Olqan,Olqan Mosque,Daykundi,1,2,3,Building,66.549280,33.695707
Shahristan,02,24,تعمیر,2402020,Tagab Largar,Tagab Largar Mosque,Daykundi,1,1,2,Building,66.396204,33.888617
Shahristan,02,24,تعمیر,2402030,Tagag,Tagag High School,Daykundi,1,1,2,Building,66.630390,33.737953
Shahristan,02,24,تعمیر,2402031,Faiz Abad,Faiz Abad Mosque,Daykundi,1,1,2,Building,66.615703,33.808477
Ishterlai,04,24,تعمیر,2404046,Jangan Kalan,Qalandaran Mosque,Daykundi,1,1,2,Building,66.308106,34.251576
Ishterlai,04,24,تعمیر,2404047,Jangan Khord,Elsafi Mosque,Daykundi,1,1,2,Building,66.349679,34.218238
Ishterlai,04,24,تعمیر,2404052,Chaka Jankan,Chaka Jankan Mosque,Daykundi,1,1,2,Building,66.285699,34.184623
Ishterlai,04,24,تعمیر,2404053,Surkh Joy,Surkh Joy Mosque,Daykundi,1,1,2,Building,66.275365,34.032604
Khedir,05,24,تعمیر,2405095,Gham Qol,Dahan Gham Qol School,Daykundi,1,1,2,Building,65.768794,33.904249
Khedir,05,24,تعمیر,2405096,Pitabak,Pitabak Korga School,Daykundi,1,1,2,Building,66.051389,33.885312
Khedir,05,24,تعمیر,2405100,Takht Kiyan,Takht Kiyan Mosque,Daykundi,1,2,3,Building,65.878786,33.782090
Khedir,05,24,تعمیر,2405101,Shalgham,Qorb Ali School,Daykundi,1,2,3,Building,65.786371,33.998949
Kiti,06,24,تعمیر,2406126,Kuhna Deh,Kuhna Deh Madrassa,Daykundi,1,2,3,Building,65.781155,33.645433
Kiti,06,24,تعمیر,2406127,Karwan Sarai,Karwan Sarai Mosque,Daykundi,1,2,3,Building,65.705212,33.636430
Kiti,06,24,تعمیر,2406139,Shoro Kiso,Shoro Kiso Mosque,Daykundi,1,2,3,Building,65.770240,33.411267
Kiti,06,24,تعمیر,2406140,Monami,Monami Mosque,Daykundi,1,2,3,Building,65.732729,33.534486
Miramor,07,24,تعمیر,2407161,Nadak,Tai Jang Mosque,Daykundi,1,1,2,Building,66.910813,33.673967
Miramor,07,24,تعمیر,2407162,Siyah Bomak,Siyah Bomak Rabat Mosque,Daykundi,1,1,2,Building,66.761819,33.948669
Shahristan,02,24,تعمیر,2402173,Safid Pushta Largar,Mosque,Daykundi,1,2,3,Building,66.500231,33.883882
Shahristan,02,24,تعمیر,2402174,Ghaf,Mosque,Daykundi,1,2,3,Building,66.709413,33.806665
Shahristan,02,24,تعمیر,2402175,Ghaibi,School,Daykundi,1,2,3,Building,66.265259,33.845345
Khedir,05,24,تعمیر,2405183,Rang Darakht,School,Daykundi,1,2,3,Building,65.840846,33.865881
Kiti,06,24,تعمیر,2406184,Sar Bagh Kisaw,Mosque,Daykundi,1,2,3,Building,65.838022,33.428906
Kiti,06,24,تعمیر,2406185,Tajreeb,Mosque,Daykundi,1,2,3,Building,65.691329,33.482172
Kiti,06,24,تعمیر,2406143,Hoshi,Hoshi Mosque,Daykundi,1,2,3,Building,65.760306,33.489914
Miramor,07,24,تعمیر,2407144,Teyorsal,Orlak Mosque,Daykundi,2,1,3,Building,66.922741,33.836129
Kiti,06,24,تعمیر,2406129,Shina Kiti,Shina Kiti Mosque,Daykundi,1,2,3,Building,65.731902,33.579576
Khedir,05,24,تعمیر,2405180,Chaghan,School,Daykundi,1,2,3,Building,65.618819,33.688920
Khedir,05,24,تعمیر,2405181,Kharbid Sar Qul,Mosque,Daykundi,1,2,3,Building,65.908073,33.891592
Nili,01,24,تعمیر,2401007,Sang Moom,Sang Moom Mosque,Daykundi,2,1,3,Building,66.143352,33.696423
Nili,01,24,تعمیر,2401008,Dasht,Dasht Mosque,Daykundi,1,2,3,Building,66.152242,33.758973
Gizab,03,24,قریه,2403117,Chonai Village,Chonai Bazar Mosque,Daykundi,1,1,2,Village,66.263179,33.380388
Khedir,05,24,تعمیر,2405085,Khadeer Ulya,Shiniya Khadeer Ulya Mosque,Daykundi,1,1,2,Building,65.944928,33.914618
Khedir,05,24,تعمیر,2405086,Dahn Say Pasi Band,Dahn Say Pasi Band School,Daykundi,1,1,2,Building,65.919298,34.035697
Miramor,07,24,تعمیر,2407163,"Toqman Dara, Mir Ghulam",Zaspa Tuqman Dara Mosque,Daykundi,1,1,2,Building,66.856987,33.657784
Miramor,07,24,تعمیر,2407164,"Dahan Shahrak, Tai Barkar",Tai Barkar Mosque,Daykundi,1,1,2,Building,67.014433,33.791138
Sang-E-Takht,08,24,تعمیر,2408071,Dahan Qarghan Payeen,Jafaria Bazar Sang Takht Mosque,Daykundi,1,3,4,Building,66.135260,34.263880
Sang-E-Takht,08,24,تعمیر,2408072,Shinya Chaka,Shinya Chaka Mosque,Daykundi,1,3,4,Building,66.071407,34.282261
Sang-E-Takht,08,24,تعمیر,2408076,Siyah Kharak,Bazar Siyah Kharak School,Daykundi,1,2,3,Building,65.877338,34.272758
Sang-E-Takht,08,24,تعمیر,2408077,Salbito,Bazar Salbito School,Daykundi,2,2,4,Building,65.816789,34.188609
Kejran,09,24,تعمیر,2409054,Balaagh,Balaagh Mosque,Daykundi,1,2,3,Building,65.469050,33.206304
Kejran,09,24,تعمیر,2409055,Sof,Boka Sof Mosque,Daykundi,1,1,2,Building,65.524962,33.209178
Kiti,06,24,تعمیر,2406134,Shalizar,Shalizar Mosque,Daykundi,1,2,3,Building,65.757622,33.639235
Kiti,06,24,تعمیر,2406135,Dasht Kiso,Dasht Kiso Mosque,Daykundi,1,2,3,Building,65.804456,33.430866
Kiti,06,24,تعمیر,2406137,Ghotla,Ghotla Mosque,Daykundi,1,2,3,Building,65.847163,33.421320
Tirinkot,01,25,تعمیر,2501050,Sajawal,Sajawal School,Urozgan,2,2,4,Building,65.916496,32.776588
Dehraoud,02,25,تعمیر,2502040,Dehrawood Bazar,Girls High School,Urozgan,5,0,5,Building,65.455934,32.625093
Dehraoud,02,25,تعمیر,2502042,Chatoo,Chatoo School,Urozgan,1,4,5,Building,65.474880,32.730659
Chora,03,25,تعمیر,2503017,District Womens Clinic,Dinarkhel Girls School,Urozgan,3,1,4,Building,66.042717,32.861357
Chora,03,25,تعمیر,2503018,Qalacha Bazar,Qala-E-Ragh School,Urozgan,1,3,4,Building,66.050540,32.846937
Chora,03,25,تعمیر,2503020,Qala-E-Ragh,Awiyan School,Urozgan,0,1,1,Building,66.013780,32.920317
Chenarto,06,25,تعمیر,2506046,Chinarto,Womens Clinic,Urozgan,5,0,5,Building,66.281770,32.738839
Tirinkot,01,25,تعمیر,2501006,Talani Village,Talani Secondary School,Urozgan,2,3,5,Building,65.822203,32.618093
Tirinkot,01,25,تعمیر,2501007,Garm Aab,Garm Aab School,Urozgan,2,2,4,Building,65.957000,32.587306
Tirinkot,01,25,تعمیر,2501011,Pirosha,Pirosha Madrassa Mosque,Urozgan,2,3,5,Building,65.883009,32.686112
Tirinkot,01,25,تعمیر,2501012,Surkh Marghab Village,Shah Hussain High School,Urozgan,2,2,4,Building,65.907330,32.733984
Shahid-E-Hassas,04,25,تعمیر,2504030,Chahar Chino Bazar,Chahar Chino Bazar High School,Urozgan,0,4,4,Building,65.564029,32.939945
Shahid-E-Hassas,04,25,تعمیر,2504031,Chahar Chino Bazar,Chahar Chino Bazar Women'S Clinic,Urozgan,4,0,4,Building,65.563778,32.943043
Qalat,01,26,تعمیر,2601002,Hawashnasi,Shekh Mati High School,Zabul,2,5,7,Building,66.913883,32.103498
Qalat,01,26,تعمیر,2601003,Nawai Resala,Kandak School,Zabul,2,3,5,Building,66.916100,32.106994
Qalat,01,26,تعمیر,2601008,Spina Ghbarga,Spina Ghbarga Madrassa,Zabul,2,5,7,Building,67.018021,32.192594
Qalat,01,26,تعمیر,2601009,Kharwaryan Village,Haji Allah Dad Mosque,Zabul,2,3,5,Building,66.877054,32.082401
Tarank Wa Jaldak,02,26,تعمیر,2602029,Foladgai,Ghaishi Rabat School,Zabul,0,3,3,Building,66.522783,31.893226
Tarank Wa Jaldak,02,26,تعمیر,2602030,Kheshaki Village,Haji Khadi Khan Private House,Zabul,0,2,2,Building,66.729463,32.057925
Shinkai,03,26,تعمیر,2603032,Spedar Village,Spedar Village Mosque,Zabul,0,2,2,Building,67.226266,31.915148
Shinkai,03,26,تعمیر,2603033,Syori,Syori (Shenkai) District Office,Zabul,2,2,4,Building,67.037915,31.970939
Arghandab,05,26,تعمیر,2605019,Landi Sardara,Sardara School,Zabul,1,1,2,Building,67.050198,32.623744
Shah Joi,06,26,تعمیر,2606010,Shah Joy,Baba Hotak High School,Zabul,1,6,7,Building,67.413919,32.519814
Shah Joi,06,26,تعمیر,2606014,Karbaghi,Karbaghi School,Zabul,1,4,5,Building,67.376411,32.477517
Shah Joi,06,26,تعمیر,2606015,Jafar Mosque,Sherzai Haji Abdullah Khan Mosque,Zabul,1,3,4,Building,67.536947,32.514774
Qalat,01,26,تعمیر,2601005,Sinak,Sinak High School,Zabul,2,3,5,Building,66.915305,32.114663
Qalat,01,26,تعمیر,2601006,Nawai Village,Chonai School,Zabul,2,4,6,Building,66.893707,32.100749
Naw Bahar,09,26,تعمیر,2609042,Lorgai,Omomi School,Zabul,1,1,2,Building,67.483000,32.005360
Naw Bahar,09,26,تعمیر,2609043,District Compound,District Clinic,Zabul,1,1,2,Building,67.638758,32.204098
Shemel Zayi,10,26,تعمیر,2610038,Dagar Jangai,Jangi Borj Mosque,Zabul,1,1,2,Building,67.616111,31.562778
Shemel Zayi,10,26,تعمیر,2610039,Seenzai,Seenzai School,Zabul,1,2,3,Building,67.744069,32.016780
Qalat,01,26,تعمیر,2601050,Rsala,Resala Female School,Zabul,1,2,3,Building,66.914463,32.110216
Tarank Wa Jaldak,02,26,قریه,2602051,Muhammad Zai Village,Muhammad Jan Village Mosque,Zabul,1,2,3,Village,66.573373,31.906913
Shinkai,03,26,قریه,2603053,Badin,Ziarat Madrasa,Zabul,1,2,3,Village,67.111876,32.026883
Shinkai,03,26,قریه,2603054,Bolan,Bolan Mosque,Zabul,1,2,3,Village,66.937629,31.900986
Shinkai,03,26,قریه,2603055,Roghani,Roghani Mosque,Zabul,1,2,3,Village,67.407303,32.141382
Arghandab,05,26,تعمیر,2605062,Kartash Hulia,Moque,Zabul,1,2,3,Building,67.274787,32.624397
Arghandab,05,26,تعمیر,2605063,Nik Nam,Clinic,Zabul,1,2,3,Building,67.120188,32.633174
Arghandab,05,26,تعمیر,2605064,Takto,Moque,Zabul,1,2,3,Building,66.890350,32.399550
Atghar,08,26,قریه,2608072,Khatnizai,Village Center,Zabul,1,2,3,Village,67.227394,31.702750
Atghar,08,26,تعمیر,2608073,Toragha Village,Madrasa,Zabul,1,2,3,Building,67.395196,31.784369
Atghar,08,26,قریه,2608074,Shamaron,Village Center,Zabul,1,2,3,Village,67.517124,31.730504
Shah Joi,06,26,قریه,2606069,Muqam,Muqam School,Zabul,1,2,3,Village,67.494091,32.685122
Shah Joi,06,26,تعمیر,2606070,"Shor Bar, Qaiom Village",Qaiom Village School,Zabul,1,2,3,Building,67.481235,32.575642
Tarank Wa Jaldak,02,26,تعمیر,2602026,District Compound,Boys School,Zabul,0,2,2,Building,66.324682,31.799469
Tarank Wa Jaldak,02,26,تعمیر,2602027,District Compound,Girls School,Zabul,2,0,2,Building,66.324922,31.801718
Arghandab,05,26,تعمیر,2605016,Akhtar Village,Akhtar Village School,Zabul,1,2,3,Building,67.161649,32.666781
Arghandab,05,26,تعمیر,2605017,Saigaz,Saigaz Mosque,Zabul,1,2,3,Building,67.037176,32.555678
Kandahar,01,27,تعمیر,2701005,D06 - Nahia 6,Mir Bazar School,کندهار,0,5,5,Building,65.702682,31.622447
Kandahar,01,27,تعمیر,2701006,D10 - Nahia 10,Qawmi Secondary School,کندهار,3,3,6,Building,65.722996,31.639399
Kandahar,01,27,تعمیر,2701040,D04 - Nahia 4,Mirwais Neeka High School,کندهار,0,11,11,Building,65.730462,31.621283
Kandahar,01,27,تعمیر,2701042,D09 - Nahia 9,Shaheed Azeemullah School,کندهار,9,0,9,Building,65.701531,31.640596
Arghandab,02,27,تعمیر,2702102,Sheen Awliya,Sheen Awliya School,کندهار,0,3,3,Building,65.700435,31.739876
Arghandab,02,27,تعمیر,2702103,Doraahi,Jala Oar School,کندهار,0,3,3,Building,65.654585,31.711889
Arghandab,02,27,تعمیر,2702107,Manara,Manara School,کندهار,1,2,3,Building,65.609533,31.687343
Arghandab,02,27,تعمیر,2702108,Nagahan,Khushal Khan School,کندهار,2,1,3,Building,65.585403,31.649073
Daman,03,27,قریه,2703074,Nawe Ada,Sayed Mohammad Kor,کندهار,0,2,2,Village,65.970993,31.474121
Daman,03,27,تعمیر,2703075,Madzi,Haji Sultan Mohammad Aka Private House,کندهار,0,2,2,Building,66.040348,31.572936
Panjwayee,04,27,تعمیر,2704185,Tbc,Girls School,کندهار,2,0,2,Building,65.455519,31.543061
Panjwayee,04,27,تعمیر,2704186,Chehl Ghor,Chehl Ghor School,کندهار,0,2,2,Building,65.463990,31.550293
Panjwayee,04,27,قریه,2704189,Talgan Village,Talgaan Village School,کندهار,1,1,2,Village,65.315514,31.439221
Panjwayee,04,27,قریه,2704190,Moshan,Bazar Madrassa,کندهار,0,2,2,Village,65.270605,31.456342
Zhire,05,27,تعمیر,2705149,Zharee Dasht Village,Awal Camp Tent,کندهار,1,1,2,Building,65.364328,31.670575
Zhire,05,27,قریه,2705150,Aashoqa,Aashoqa School,کندهار,1,1,2,Village,65.509631,31.597742
Zhire,05,27,قریه,2705160,Sablaghi,Amanullah School,کندهار,0,2,2,Village,65.393184,31.530985
Zhire,05,27,تعمیر,2705161,Senzari,Haji Lala Oil Station,کندهار,1,2,3,Building,65.527135,31.622134
Khakrez,07,27,قریه,2707120,Chinar,Manan Khan Private House,کندهار,1,1,2,Village,65.480982,31.974652
Khakrez,07,27,تعمیر,2707121,Aroq Shah Khan,Haji Qayoom Guest House,کندهار,1,1,2,Building,65.493514,31.903859
Ghorak,09,27,تعمیر,2709130,Pir Khadim,Pir Khadim Mosque,کندهار,0,2,2,Building,65.175644,32.078411
Maiwand,10,27,قریه,2710133,Azeem Khan Karez,Mullah Ibrahim School,کندهار,0,2,2,Village,65.237314,31.521022
Maiwand,10,27,قریه,2710134,Garmabak,Blagh Mosque,کندهار,1,1,2,Village,65.058337,31.795971
Nish,12,27,قریه,2712263,Niazo Khel,District Building Office,کندهار,2,2,4,Village,65.657594,32.421364
Nish,12,27,قریه,2712264,Chopani,Haji Agha Lala Private House,کندهار,0,2,2,Village,65.671591,32.419620
Maruf,15,27,قریه,2715254,District Compound,District Building Office,کندهار,2,3,5,Village,67.177973,31.649409
Maruf,15,27,قریه,2715255,Salisoon,Haji Manan Private House,کندهار,2,3,5,Village,67.324007,31.341589
Maruf,15,27,قریه,2715257,Obto Village,Obto School,کندهار,2,2,4,Village,67.035222,31.486327
Maruf,15,27,قریه,2715258,Aala Jirga Village,Aala Jirga Mosque,کندهار,2,5,7,Village,67.765790,31.368493
Kandahar,01,27,تعمیر,2701010,D06 - Nahia 6,Aino Secondary School,کندهار,5,1,6,Building,65.696511,31.623596
Kandahar,01,27,تعمیر,2701012,D04 - Nahia 4,Pakhwanai Walayat,کندهار,0,6,6,Building,65.712606,31.618117
Kandahar,01,27,تعمیر,2701022,D06 - Nahia 6,Mirwais Mena Girls School,کندهار,0,5,5,Building,65.647205,31.615675
Kandahar,01,27,تعمیر,2701023,Aino Mena,Sayed Jamaluddin High School,کندهار,0,6,6,Building,65.765041,31.621141
Kandahar,01,27,تعمیر,2701061,Kokaran,Yateemano School,کندهار,1,3,4,Building,65.610739,31.617718
Kandahar,01,27,تعمیر,2701062,D10 - Nahia 10,Ameer Lalee Hotel,کندهار,3,4,7,Building,65.836291,31.618348
Arghandab,02,27,تعمیر,2702109,Mohammad Yaqoob Qalacha,Mohammad Yaqoob Qalacha School,کندهار,2,1,3,Building,65.725640,31.734077
Arghandab,02,27,تعمیر,2702110,Baba Wali Sahib,Baba Wali Sahib Old District Office,کندهار,0,3,3,Building,65.657798,31.658207
Arghandab,02,27,تعمیر,2702113,Bagh Pul,Bagh Pul Hotel Park,کندهار,2,3,5,Building,65.577708,31.613429
Arghandab,02,27,تعمیر,2702114,Khana Gardab,Khana Gardab Madrassa,کندهار,1,2,3,Building,65.746687,31.780141
Daman,03,27,تعمیر,2703083,Azam Qala,Azam Qala School,کندهار,2,2,4,Building,65.947336,31.645696
Daman,03,27,تعمیر,2703084,Hakeem Jana Kalacha,Faram Tarank School,کندهار,2,2,4,Building,65.875274,31.490184
Panjwayee,04,27,قریه,2704193,Marghar,Tranining Center Place,کندهار,4,4,8,Village,65.448124,31.361102
Panjwayee,04,27,تعمیر,2704194,Karez Village,Salihan Mosque,کندهار,1,1,2,Building,65.538712,31.560715
Zhire,05,27,قریه,2705163,Hawz Madad,Old Clinic,کندهار,1,2,3,Village,65.318361,31.549021
Zhire,05,27,قریه,2705164,Pashmol,Asad Soor School,کندهار,1,1,2,Village,65.409181,31.557224
Shah Wali Kot,06,27,قریه,2706089,Wiyan,Wiyan Clinic,کندهار,3,2,5,Village,65.968011,31.968795
Shah Wali Kot,06,27,قریه,2706090,Baghto,Haji Fayab Private House,کندهار,0,2,2,Village,66.026878,32.075746
Shah Wali Kot,06,27,ولسوالی,2706091,Asakzo Sozni,Safullah Private House,کندهار,0,2,2,District,66.066442,32.021478
Shah Wali Kot,06,27,قریه,2706092,Borgi,Malak Salam Private House,کندهار,2,2,4,Village,66.027996,31.948268
Shah Wali Kot,06,27,قریه,2706095,Shah Toot,Fazal Karam Mosque,کندهار,0,2,2,Village,66.046257,32.169324
Shah Wali Kot,06,27,قریه,2706096,Khair Toot,Khair Toot Clinic,کندهار,0,2,2,Village,65.927343,32.028749
Khakrez,07,27,قریه,2707117,Tambeel,Tambeel School,کندهار,1,1,2,Village,65.608562,32.172101
Khakrez,07,27,قریه,2707118,Naasir,Naasir School,کندهار,0,2,2,Village,65.601997,31.986713
Khakrez,07,27,تعمیر,2707124,Khak Rez Village,Khakrez Village Clinic,کندهار,2,1,3,Building,65.471677,31.986007
Khakrez,07,27,تعمیر,2707125,Baghaka,Malak Abdul Khaliq Private House,کندهار,1,1,2,Building,65.628889,32.003611
Arghistan,08,27,قریه,2708246,Khogyani,Mohamamd Neeka School,کندهار,2,3,5,Village,66.585088,31.562950
Arghistan,08,27,قریه,2708247,Speen Agra,Speen Agra Mosque,کندهار,1,2,3,Village,66.732914,31.694035
Arghistan,08,27,قریه,2708252,Taisan Village,Taisan Village School,کندهار,2,2,4,Village,66.546816,31.384763
Arghistan,08,27,قریه,2708253,Bala Zhara,Tesan Village School,کندهار,1,2,3,Village,66.581314,31.332923
Maiwand,10,27,قریه,2710137,Maiwand Chana,Shahidano School,کندهار,0,2,2,Village,65.129943,31.747799
Maiwand,10,27,تعمیر,2710138,Safozi Enjaran,Mohammad Yousuf Private House,کندهار,0,2,2,Building,65.030818,31.637452
Maiwand,10,27,قریه,2710144,Mirab Khor,Sardar Asad Private House,کندهار,1,1,2,Village,65.232640,31.507804
Maiwand,10,27,تعمیر,2710145,District Compound,District Building Office,کندهار,2,0,2,Building,65.056108,31.622632
Maiwand,10,27,قریه,2710148,Balos Haji Amanullah Village,Balos Haji Amanullah Village,کندهار,0,2,2,Village,65.061977,31.801425
